news_id,news_date,news_title,news_content,jo_freq,per_freq,org_freq,author_freq,affiliation_freq
13-11-012_reuters,2011-06-27,AIDS drugs can cause premature ageing: study,"LONDONA class of generic AIDS drugs often used to treat HIV in Africa and other poor regions can cause premature aging and lead to age-related illnesses such as heart disease and dementia, scientists said on Sunday.

In a study in the journal Nature Genetics, British researchers found that the drugs, known as nucleoside analog reverse-transcriptase inhibitors, or NRTIs, damage DNA in the patient's mitochondria - the ""batteries"" that power cells.

The scientists said it was unlikely that newer cocktails of AIDS drugs made by firms like Gilead, Merck, Pfizer and GlaxoSmithKline would inflict similar levels of damage, since they are thought to be less toxic to mitochondria. But more research is needed to be certain.

""It takes time for these side effects to become apparent, so there is a question mark about the future and whether or not the newer drugs will cause this problem,"" Patrick Chinnery of the Institute of Genetic Medicine at Newcastle University said in a telephone interview. ""They are probably less likely to, but we don't know because we haven't had time to see.""

The findings do however help explain why HIV-infected people treated with older antiretroviral AIDS drugs sometimes show advanced signs of frailty and diseases such as heart disease and dementia at an early age, the researchers said.

""The DNA in our mitochondria gets copied throughout our lifetimes and, as we age, naturally accumulates errors,"" said Chinnery, who led the study.

""We believe these HIV drugs accelerate the rate at which these errors build up. So over the space of, say, 10 years, a person's mitochondrial DNA may have accumulated the same amount of errors as a person who has naturally aged 20 or 30 years.""

NRTI drugs - the best known of which is AZT, also known as zidovudine and originally developed by GSK - were a big advance in HIV treatment when they first emerged in the late 1980s.

 They extended patients' lives and helped make HIV a manageable chronic disease rather than the death sentence it once was.

Concerns about toxicity of NRTIs, particularly with long-term use, mean the drugs are now less commonly used in wealthy countries where they have been replaced by newer more expensive combination AIDS drugs with fewer side-effects.

But in poorer countries, where access to cheaper generic medicines is often the only option for HIV patients to get treatment, NRTIs are still relatively widely used.

An estimated 33.3 million people worldwide had the human immunodeficiency virus (HIV) that causes AIDS in 2009, according to the latest United Nations data, and 22.5 million of those live in Africa.

""These drugs may not be perfect, but we must remember that when they were introduced they gave people an extra 10 or 20 years when they would otherwise have died,"" said Brendan Payne of Newcastle's Royal Victoria Infirmary, who also worked on the study.

""In Africa, where the HIV epidemic has hit hardest and where more expensive medications are not an option, they are an absolute necessity.""

For their study, Chinnery's team studied muscle cells from HIV-infected adults, some of whom had previously been given NRTIs. 

They found that patients who had been treated with NRTIs - even as long as 10 years previously - had damaged mitochondria similar to that of a healthy older person.

The researchers are now looking at ways to repair or stall some of the damage caused by the drugs and say they believe that focusing on exercise - which appears to have a beneficial effect on patients with mitochondrial diseases - may help.

SOURCE: bit.ly/jQB8yL Nature Genetics, online June 26, 2011.","{""Nature Genetics"": 2}","{""Patrick Chinnery"": 1, ""Chinnery"": 2, ""Brendan Payne"": 1}","{""Nature Genetics"": 1, ""Gilead"": 1, ""Merck"": 1, ""Pfizer"": 1, ""GlaxoSmithKline"": 1, ""the Institute of Genetic Medicine"": 1, ""Newcastle University"": 1, ""GSK"": 1, ""United Nations"": 1, ""Royal Victoria Infirmary"": 1, ""SOURCE: bit.ly/j"": 1, ""QB8yL Nature Genetics"": 1}","{""Patrick Chinnery"": 1, ""Chinnery"": 3, ""Brendan Payne"": 1}","{""Nature Genetics"": 2, ""Gilead"": 1, ""Merck"": 1, ""Pfizer"": 1, ""GlaxoSmithKline"": 1, ""the Institute of Genetic Medicine"": 1, ""Newcastle University"": 1, ""GSK"": 1, ""Royal Victoria Infirmary"": 1, ""SOURCE: bit.ly/j"": 1, ""QB8yL Nature Genetics"": 1}"
04-11-018_telegraph,2011-11-03,"Radiotherapy helps halve prostate cancer deaths: Lancet; Radiotherapy should ""urgently"" be added to the standard treatment for men with high risk prostate cancer, a charity has said, after a study showed it could almost halve deaths from the disease.","The study by British and Canadian researchers, published today (THUR) in The Lancet and part funded by the UK Medical Research Council, found adding radiotherapy to standard hormonal treatment cut deaths from locally advanced prostate cancer by 43 per cent over six years.

Locally advanced prostate cancer is that which has spread just outside the prostate gland, but not to other parts of the body.

Owen Sharp, chief executive of The Prostate Cancer Charity, said: ""This is the first research evidence to demonstrate these benefits to men clearly. 

""Although we are seeing this treatment combination already being used in practice in some pockets across the country, we now need to urgently see this become more standard clinical practice for the men it would help.""","{""Lancet"": 1}","{""Owen Sharp"": 1}","{""THUR"": 1, ""The Lancet"": 1, ""the UK Medical Research Council"": 1, ""The Prostate Cancer Charity"": 1}",,"{""THUR"": 1, ""The Lancet"": 1, ""the UK Medical Research Council"": 1, ""The Prostate Cancer Charity"": 1}"
04-11-018_reuters,2011-11-03,Adding radiotherapy boosts prostate cancer survival,"Adding radiotherapy to hormone drugs for prostate cancer patients significantly improves survival compared with hormone treatment alone, and the combination could save many lives if it were made standard practice, scientists said Thursday.

In a study of men with prostate cancer -- the second most common form of cancer among men worldwide -- researchers found that 74 percent of those given radiotherapy plus hormone treatment were still alive after seven years.

This compared with 66 percent who got hormone drugs but did not receive radiotherapy, the researchers said.

The results of this trial are extremely encouraging,"" said Matthew Sydes, senior scientist at Britain's Medical Research Council's Clinical Trials Unit, which helped conduct the study.

He said the additional side-effects of radiotherapy are ""minimal,"" suggesting doctors could be confident in recommending the combination treatment for their patients.

After lung cancer, prostate cancer is the second most common cancer in men worldwide and kills an estimated 255,000 men a year.

This study, conducted between 1995 and 2005, involved more than 1,200, men mostly from Britain and Canada, who had been diagnosed with locally advanced prostate cancer which had grown outside the surface of the prostate but had not spread further.

Half the men were treated with hormone drugs called androgen deprivation therapy, a standard form of treatment in this type of cancer, and the rest were treated with the same hormone therapy plus a course of radiotherapy.

The results were published in the Lancet medical journal.

""The trial has shown that radiotherapy is extremely worthwhile for patients with prostate cancer that is locally advanced,"" said Malcolm Mason from Cardiff University, who worked on the study with the trial's lead researcher, Padraig Warde of Toronto's University Health Network.

""The next stage will be to ensure that the results...are implemented into treatment recommendations as quickly as possible.""","{""Lancet"": 1, ""journal"": 1}","{""Matthew Sydes"": 1, ""Malcolm Mason"": 1, ""Padraig Warde"": 1}","{""Medical Research Council's"": 1, ""Clinical Trials Unit"": 1, ""Lancet"": 1, ""Cardiff University"": 1, ""University Health Network"": 1}","{""Matthew Sydes"": 1, ""Malcolm Mason"": 1, ""Padraig Warde"": 1}","{""Medical Research Council's"": 1, ""Clinical Trials Unit"": 1, ""Cardiff University"": 1, ""University Health Network"": 1}"
05-11-025_express,2011-09-09,'Fat genes' drug could wage war on obesity,"THE discovery of fat genes that make some pile on the pounds while others stay slim could be the latest weapon in the fight against obesity, it was revealed yesterday. 

Researchers at the University of Edinburgh have identi-fied genes in mice that encourage fat storage and prevent its breakdown, regardless of diet.

They think humans could carry identical or similar genes, which could be why some struggle to lose weight despite eating healthily.

It is hoped the breakthrough will lead to medication that can be used to help overweight people fight the flab without making lifestyle changes.

Until now genes involved in weight gain have been found to affect appetite. But latest research shows they could alter the metabolism and fat storage whatever food is consumed.

Appetite Dr Nik Morton, who led the research, said: ""We think humans could carry similar genes or at least that the same process could be going on in humans.

""We have known for a long time that there's a strong genetic component to being overweight and studies have shown genes can control appetite.

""Our research suggests genes in fat tissue determine the breakdown or putting down of fat regardless of diet."" He added: ""The next step would be to do more research on humans.""

The team compared fat tissue taken from mice which had been bred to be thin and compared it with tissue from mice bred to be fat. They pinpointed genes that prevented the breakdown of fat were present in overweight mice in greater numbers compared with thin ones.

By breeding fat and thin mice together they found the gene was passed on, with offspring that were born overweight carrying the same genetic make up as their ""fatter"" parent.

Dr Norton said: ""Again this supports the theory that obesity is something that can be hereditary, with people having overweight parents more likely to be obese themselves.""

The team also discovered that the genes led to weight gain in mice that were fed the same diet as those that stayed thin.

""If we can figure out the genes that control fat deposit and fat breakdown, we can go on to develop medicines that can help prevent obesity,"" said Dr Morton. He said this was the first time this specific set of ""fat genes"", which affect how fat is broken down or stored, had been found in fat tissue.

But he added: ""While this supports the idea that genetic factors are linked to obesity, exercise and diet are still important to maintain healthy lifestyles and can prevent most people from becoming obese.""

The research has been welcomed by the National Obesity Forum, which supports the theory that genes play a large role in obesity.

Its spokesman Tam Fry said: ""Genetics used to be considered an excuse but research has really shown that genes play a far higher role in obesity.

""It is very responsible research, especially as Dr Morton is saying the whole package of exercise, diet and lifestyle is the key to fighting obesity.""",,"{""Nik Morton"": 1, ""Norton"": 1, ""Morton"": 2, ""Tam Fry"": 1}","{""the University of Edinburgh"": 1, ""the National Obesity Forum"": 1}","{""Nik Morton"": 1, ""Morton"": 2, ""Tam Fry"": 1}","{""the University of Edinburgh"": 1}"
05-11-025_metro,2011-09-09,"Being fat is all in the genes, say scientists","THE secret of staying slim could be in the genes, scientists suggested yesterday. Edinburgh University researchers believe some people carry more weight than others because of genes that encourage fat storage. The team has identified a number of genes in fat tissue that may lead us to retain fat unnecessarily in the body. They compared fat tissue from mice that had been selectively bred for many generations to be increasingly fat or thin and, as a result, had acquired weight-related genes. The researchers then pinpointed genes that prevented the breakdown of fat, which were more prevalent in the fat tissue of the overweight mice compared to the fat tissue of the lean mice. Mice were then bred from one overweight parent and one lean parent. Those among the offspring that were born overweight were found to have the same active genes as the fatter parent mouse - an indication that hereditary factors play a role in fat storage.",,{},"{""Edinburgh University"": 1}",,"{""Edinburgh University"": 1}"
07-11-022_mirror,2011-06-23,MISERY OF ALLERGIES 'WILL END'; NO SIDE EFFECTS DRUGS BOOST,"ALLERGY sufferers were given fresh hopes last night after scientists took a step closer to developing treatments without side effects.

Researchers analysed the protein that triggers the debilitating reactions to dust, pollen, pets and food and identified ways of targeting it more efficiently.

Using an X-ray beam 100 billion times stronger than normal, they got a 3D picture of the shape of H1 receptors - the protein drugs protect from allergy-causing histamines.

But today's medicines can spark side effects from drowsiness, dizziness to dry throats and irregular heartbeat. Lead researcher Dr Simone Weyand said new images of H1, taken by the Diamond Synchrotron near Oxford, gave experts a much clearer picture of its make up.

She told the journal Nature: ""It is a big, exciting result. In an allergy we produce histamine which binds to H1. Drugs stop that but also have lots of side effects. Now we know which part of the receptor is interacting with the drug so we can design and develop more targeted treatments.

""This is the starting point to create these drugs and say here is your relief from allergies and it carries no other risks.""

STRAWBERRIES could help stave off ageing and even prevent cancer by boosting antioxidant levels, a study published in the journal Chemistry claims.","{""Nature"": 1, ""Chemistry"": 1}","{""Simone Weyand"": 1}","{""the Diamond Synchrotron"": 1}","{""Simone Weyand"": 1}","{""the Diamond Synchrotron"": 1}"
08-11-010_bbcnews,2011-04-05,Chemical found which 'makes bone marrow repair skin',"The chemical which summons stem cells from bone marrow to the site of a wound has been discovered by scientists in the UK and Japan.

The study, published in Proceedings of the National Academy of Sciences, identified the distress signal - HMGB1.

The authors believe it can be used to put ""a megaphone in the system"" to improve the treatment of injuries such as burns and leg ulcers.

Another UK expert said the research had potential.

Bone marrow was thought to play a role in repairing damaged skin, but the exact process was unknown.

Scientists at Osaka University and King's College London gave mice bone marrow cells that glow green - which can be tracked while moving round the body.

They then wounded the mice and some were given skin grafts. 

Megaphone medicine 

In mice without grafts, very few stem cells travelled to the wound.

Those with grafts had many stem cells travelling to the wound.

Professor John McGrath, from King's College London, says grafted skin tissue has no blood vessels and therefore no oxygen.

He says this environment leads to the release of HMGB1 - or what he called a 'Save Our Skin signal' - which results in stem cells moving to the wound.

He said: ""It could have a very big impact on regenerative medicine for treating people with rare genetic illnesses and more common problems such as burns and ulcers.

""It could potentially revolutionise the management of wound healing.""

He envisaged treatments in which a drug similar to HMGB1 would be injected near to a wound.

He said: ""It would be like putting a megaphone in the system"" bringing stem cells to the injury.

Researchers in Osaka are developing a drug to mimic HMGB1.

They hope to begin animal testing by the end of the year and human clinical trials shortly afterwards.

Phil Stephens, professor of Cell Biology at Cardiff University, said: ""I think it has potentially big clinical implications, but the key is potential if you can control it.

You can't just chuck it on, you need the right amounts at the right time."" 

""Identifying the mechanism is a really important first step.""","{""Proceedings of the National Academy of Sciences"": 1}","{""John McGrath"": 1, ""Phil Stephens"": 1}","{""Proceedings of the National Academy of Sciences"": 1, ""Osaka University"": 1, ""King's College London"": 2, ""Cell Biology"": 1, ""Cardiff University"": 1}",,"{""Osaka University"": 1, ""King's College London"": 2, ""Cell Biology"": 1, ""Cardiff University"": 1}"
06-11-014_dailymail,2011-06-22,High doses of statins could increase risk of diabetes,"High doses of cholesterol-lowering pills can increase the risk of type 2 diabetes, researchers warn.

They have found that patients taking intensive courses of statins were 12 per cent more likely to get the disease.

But experts pointed out that that the risk was far outweighed by the substantial benefits – the pills were shown to reduce the likelihood of heart attacks by 16 per cent.

More than seven million people in Britain now take statins - as many as one in three adults over the age of 40.

It is not known exactly how many are on high doses of more than 80 miligrams a day, but it is likely to only be a small proportion most at risk of heart attacks and strokes.

Researchers from the University of Glasgow looked at five previous studies involving 32,700 patients.

They were either on high doses of 80 mg or moderate doses of 20mg to 40 mg.

The study, published in the Journal of the American Medical Association found there were 149 extra cases of type 2 diabetes recorded amongst the patients on high dose statins, representing a 12 per cent risk.

The authors concluded: 'Our findings suggest that clinicians should be vigilant for the development of diabetes in patients receiving intensive statin therapy.' 

Statins are extremely effective in lowering levels of cholesterol, the fatty substance in the blood that clogs up arteries leading to heart attacks and strokes.

Last night experts urged people not to stop taking the pills on the basis on this evidence.

Professor Peter Weissberg, medical director of the British Heart Foundation, said: 'Nobody should stop taking their prescribed statins because of the evidence shown in this research.

'Statins play a vital role in protecting the hearts of many, many people and the benefits still far outweigh any risks associated with diabetes.

'The increased risk occurred predominantly in those taking a high dose of these drugs, whereas most people are on low or moderate doses.

'Always speak to your doctor if you have any concerns about your medication. Don’t simply stop taking it.' 

Experts also pointed out that patients on statins may have been at higher risk of diabetes in the first place if they were overweight.

Libby Dowling, clinical advisor at Diabetes UK said: 'This analysis of previous studies has found that high doses of statins increase the risk of developing Type 2 diabetes, yet at the same time reduce the risk of heart disease.

'What we don’t know from this research is whether the people being prescribed the high-dose statins were overweight as having a large waist puts you at increased risk of developing Type 2 diabetes anyway.","{""Journal of the American Medical Association"": 1}","{""Peter Weissberg"": 1, ""Libby Dowling"": 1}","{""the University of Glasgow"": 1, ""the Journal of the American Medical Association"": 1, ""the British Heart Foundation"": 1, ""Diabetes UK"": 1}",,"{""the University of Glasgow"": 1, ""the British Heart Foundation"": 1, ""Diabetes UK"": 1}"
06-11-014_express,2011-06-22,Cheaper statins on NHS can put patients in danger,"MILLIONS of NHS patients are being prescribed a cut-price cholesterol-busting statin less effective than more expensive treatments.

Research reveals a pricier version slashes the risk of a heart attack or stroke by 19 per cent more than the statin recommended by the drug rationing body.

British researchers from St George's, University of London, and colleagues at the University of Glasgow, found that simvastatin recommended by the National Institute for Health and Clinical Excellence does not protect against coronary events as effectively as the alternative drug atorvastatin among patients taking high doses.

Simvastatin has also been shown to dramatically increase the risk of severe muscle damage.

The study also revealed that intensive doses of widely-prescribed statins increase the risk of Type 2 diabetes by 12 per cent.

But this was balanced by the high-dose patients also seeing a 16 per cent reduced risk of cardiovascular events.

The diabetes risk posed to overall health is low, especially when compared to the benefi-cial effects statins have on reducing the risk of serious heart problems.

More than six million in Britain take statins, usually a 40mg dose, to reduce their ""bad"" cholesterol and slash chances of a heart attack.

Left unchecked, the cholesterol can build up fatty deposits in the arteries and lead to coronary heart disease, heart attacks and stroke.

There has been evidence of severe side-effects from higher doses of 80mg, ranging from muscle aches and stomach upsets to a rare but serious lung disorder, cataracts, liver damage and kidney failure.

The research calls on Nice to recommend the more expensive pill instead. A 28-day course of simvastatin given to patients on 80mg costs around £2.30 compared with a 28-day course of atorvastatin which costs about £28.

Researcher Professor Kausik Ray from St George's said: ""Statins are related to an increase in diabetes risk. Patients on high doses should continue and complement it with more regular screening for diabetes.

""Nice recommends simvastatin 80mg as it is the least expensive option in patients with established heart disease. However, this research shows that it is not the best option.

""There are people who are going to need high-dose statin therapy. Is £22 cheaper a price worth paying for a drug less effective at cholesterol lowering, has the same diabetes risk and has a 2000 per cent increase risk of severe muscle damage? It doesn't make sense.""

WHAT THE DRUG DOES 

? STATINS are drugs commonly used to reduce cholesterol levels in the blood.

? They include atorvastatin, fluvastatin, pravastatin, rosuvastatin and cheapest type, simvastatin.

? Statins are already taken by around six million people in Britain.

? They work by blocking the action of the chemical in the liver needed to make cholesterol.

? They can reduce harmful cholesterol by more than 20 per cent and the risk of dying from heart disease by around 25 per cent.

? The most recognised risks are muscle pains and weakness and damage to the liver.",,"{""Kausik Ray"": 1}","{""NHS"": 1, ""St George's"": 2, ""University of London"": 1, ""the University of Glasgow"": 1, ""the National Institute for Health and Clinical Excellence"": 1, ""Nice"": 1}","{""Kausik Ray"": 1}","{""NHS"": 1, ""St George's"": 2, ""University of London"": 1, ""the University of Glasgow"": 1, ""the National Institute for Health and Clinical Excellence"": 1, ""Nice"": 1}"
06-11-014_independent,2011-06-26,High dose of anti-cholesterol drugs linked to diabetes,"High doses of drugs aimed at lowering cholesterol are linked to increasing numbers of new diabetes cases in patients, said a review of multiple studies on the topic published Tuesday.

However, those same high doses helped dramatically lower the incidence of cardiovascular problems in patients, leaving doctors to balance the benefits and risks according to each individual patient.

The meta-analysis compared high and moderate doses of the anti-cholesterol drugs known as statins, in five randomized clinical trials on 32,752 people, and was published in the Journal of the American Medical Association.

Over an average follow-up period of nearly five years, 8.4 percent of the patients developed diabetes - 1,449 in the intensive-dose category and 1,300 in the moderate dose group - a total of 149 more in the higher dose group.

But when the researchers examined how many patients had major cardiovascular problems after therapy, they found the higher dose statin group had 416 fewer such events (3,134 in the intensive group and 3,550 in the moderate one).

""Our findings suggest that clinicians should be vigilant for the development of diabetes in patients receiving intensive statin therapy,"" said the study, led by David Preiss of the University of Glasgow.

""Given the cardiovascular benefits of statins and the likely increasing use of intensive statin regimens, it is important to quantify any potential long-term risks to enable physicians and patients to make informed choices.""

Statins - which include popularly known names such as Lipitor, Pravachol, and Crestor - are among the most widely prescribed drugs in the United States.

 About 42 million Americans suffer from high cholesterol.

The drugs help reduce the risk of heart attack and stroke by lowering a person's low-density lipoprotein (LDL), sometimes known as ""bad cholesterol.""

Earlier this month, the US Food and Drug Administration issued a warning about high doses of the cholesterol-lowering medication simvastatin (Zocor, Vytorin, Simcor) because of an elevated risk of muscle injury associated with the 80 milligram dose, particularly in the first year of treatment.","{""Journal of the American Medical Association"": 1}","{""David Preiss"": 1}","{""the Journal of the American Medical Association"": 1, ""the University of Glasgow"": 1, ""Lipitor"": 1, ""Pravachol"": 1, ""Crestor"": 1, ""the US Food and Drug Administration"": 1}","{""David Preiss"": 1}","{""the University of Glasgow"": 1}"
06-11-001_dailymail,2011-01-05,ONE-MINUTE TEST TO TELL A MOTHER HER IVF CHANCES ONE-MINUTE TEST TO TELL A WOMAN HER IVF CHANCES,"A 60-SECOND test which predicts couples' chances of having a baby through IVF has been created by scientists.

The free calculator, which is available online, uses the answers to nine simple questions to work out the odds of fertility treatment succeeding.

With the results said to be almost 100 per cent accurate, the test could save couples the emotional and financial pain of going through repeated treatments only for them to fail.

Women with a lower likelihood of becoming mothers could be told early on about tweaks to the their treatment that could increase their chances.

Others could be counselled to think about alternative options such as adoption.

Glasgow and Bristol university researchers obtained background information on almost 150,000 IVF treatments carried out in the UK between 2003 and 2007.

They used this to work out which factors were most important in becoming pregnant. From this, they created the IVFpredict test.

The nine questions take as little as a minute to answer in total and the results are up to 99 per cent accurate, the scientists say.

This is despite them not including information about lifestyle factors such as smoking and weight.

Those given low odds may be able to increase their chances as much as three-fold by opting for donor eggs or ICSI, in which sperm is injected directly into the egg, the journal PLoS ONE reports.

Professor Scott Nelson, a researcher from Glasgow University, said: 'The test provides critical information on the likely outcome for couples deciding whether to undergo IVF Ð up until now estimates of success have not been reliable.

'Not every attempt at IVF is successful. 

In the U.S. and the UK, IVF is successful in about a third of women under 35 years old but in only 5 to 10 per cent of women over 40.

'However, there are many other factors in addition to age which can alter your chance of success and clinics don't usually take these into account when counselling couples or women.' 

Fertility treatment can cost between £3,000 and £15,000 per course. But fewer than one in four IVF treatments leads to a birth.

Although other calculators exist, they are either less accurate or involve such intricate data about subjects such as hormone levels that they can only been done in a doctor's surgery.

Debbie Lawlor, professor of epidemiology at the University of Bristol, said: 'The IVF calculator is not only of use to the couples themselves but also to health care funders such as the NHS to ensure appropriate use of resources.

'The sheer scale of the data we analysed is the key to the accuracy of this model. The more data you look at, the more accurate the predictions become.'

But Professor Bill Ledger, a leading fertility doctor and member of the fertility watchdog, the Human Fertilisation and Embryology Authority, urged caution.

He said: 'While the test will give an individual some idea of their chances, it is not much use unless put alongside data from the clinic the woman attends.'

Some clinics have much higher Ð or lower Ð success rates than others, he said. The test is available at ivfpredict.com","{""PLoS ONE"": 1}","{""Scott Nelson"": 1, ""Debbie Lawlor"": 1, ""Bill Ledger"": 1}","{""IVFpredict"": 1, ""PLoS"": 1, ""Glasgow University"": 1, ""the University of Bristol"": 1, ""NHS"": 1, ""the Human Fertilisation and Embryology Authority"": 1}",,"{""Glasgow University"": 1, ""the University of Bristol"": 1, ""NHS"": 1}"
06-11-001_mirror,2011-01-05,APP WORKS OUT CHANCE OF IVF BABY; PREGNANCY,"WOMEN who want to have a baby through IVF will be able to calculate their chances with a phone app.

The most accurate test to tell infertile couples whether they will conceive has a 99% success rate for predictions.

It is already available online and is being converted into a smartphone app.

Couples give details including ages, pregnancy history and egg donor details to work out their chances.

The research, by Bristol and Glasgow University experts, is published in the Public Library of Science.

Professor Scott Nelson, Muirhead, from the University of Glasgow, said: ""Up until now estimates of success have not been reliable.

""IVF is successful in about a third of women under 35 but only up to 10% over 40.""

The calculator, at www.ivfpredict.com, is based on 144,000 IVF cycle results.

Researchers hope it will also be used by healthcare funders, such as the NHS.","{""the Public Library of Science"": 1}","{""Scott Nelson"": 1, ""Muirhead"": 1}","{""Glasgow University"": 1, ""the Public Library of Science"": 1, ""the University of Glasgow"": 1, ""NHS"": 1}","{""Scott Nelson"": 1, ""Muirhead"": 1}","{""Glasgow University"": 1, ""the Public Library of Science"": 1, ""the University of Glasgow"": 1, ""NHS"": 1}"
06-11-001_guardian,2011-01-05,IVF calculator aims to give 99% accurate pregnancy predictions,"Women hoping to have a baby through fertility treatment can from today use an online calculator to show them how likely they are to succeed.

IVF (in-vitro fertilisation) is expensive, only sometimes available on the NHS and less successful than many people think.

To help couples to decide whether IVF is worth pursuing for them, academics at Glasgow and Bristol have created the calculator, which they say will predict a woman's likelihood of giving birth with up to 99% accuracy.

""IVF is successful in about a third of women under 35 years old, but in only 5%-10% of women over the age of 40,"" said Professor Scott Nelson, Muirhead chair of reproductive and maternal medicine at the University of Glasgow.

""However, there are many other factors in addition to age which can alter your chance of success, and clinics don't usually take these into account when counselling couples or women.""

The calculator, available for free at ivfpredict.com, is based on data from more than 144,000 IVF cycles held by the Human Fertilisation and Embryology Authority (HFEA) - all the outcomes of treatments undergone between 2003 and 2007.

""Essentially, these findings indicate that treatment-specific factors can be used to provide infertile couples with a very accurate assessment of their chance of a successful outcome following IVF,"" Nelson said. 

""It provides critical information on the likely outcome for couples deciding whether to undergo IVF. Up until now, estimates of success have not been reliable.""

Debbie Lawlor, professor of epidemiology at the University of Bristol, said the calculator would be of use not only to couples but also to ""healthcare funders like the NHS to ensure appropriate use of resources"". 

It raises the possibility that GP consortia could turn couples down for NHS treatment on the basis that their chances of success are too low.

The findings, which are published in the Public Library of Science, were welcomed by Professor Gordon Smith, head of the department of obstetrics and gynaecology at Cambridge University.

""There is a real need in medicine to try to replace general statements such as 'high risk' and 'good chance' with well validated, quantitative estimates of probability, such as we have with Down's syndrome screening,"" he said.

""This model for predicting the outcome of IVF has exploited a valuable collection of routinely collected data, applies sophisticated statistical modelling and the output provides women considering IVF with an understandable and quantitative estimate of their chances of success.

 It is a great resource.""","{""the Public Library of Science"": 1}","{""Scott Nelson"": 1, ""Nelson"": 1, ""Debbie Lawlor"": 1, ""Gordon Smith"": 1, ""Down"": 1}","{""NHS"": 3, ""Muirhead"": 1, ""the University of Glasgow"": 1, ""the Human Fertilisation and Embryology Authority"": 1, ""HFEA"": 1, ""the University of Bristol"": 1, ""GP"": 1, ""the Public Library of Science"": 1, ""Cambridge University"": 1}","{""Scott Nelson"": 1, ""Nelson"": 1}","{""NHS"": 3, ""Muirhead"": 1, ""the University of Glasgow"": 1, ""the Human Fertilisation and Embryology Authority"": 1, ""HFEA"": 1, ""the University of Bristol"": 1, ""GP"": 1, ""the Public Library of Science"": 1, ""Cambridge University"": 1}"
09-11-013_express,2011-10-20,Scottish researchers make breakthrough in preventing strokes,"SCIENTISTS have moved a step closer to preventing fatal strokes after discovering how to trigger a built-in defence mechanism in the brain.

Researchers from Edinburgh and Dundee have identified a protein that enables the brain to keep functioning when it is starved of its blood supply.

The scientists now hope the AMPK protein can be harnessed to protect at-risk patients from suffering permanent brain damage or death if they suffer a stroke.

AMPK is produced naturally to enable the brain to keep functioning when supplies of oxygen and glucose are restricted as blood vessels are damaged.

Drugs that trigger the production of AMPK are already in use to treat conditions such as liver disease, but now researchers are examining ways of using it to trigger the brain's ""defensive process"" during strokes, which are caused when the blood supply to parts of the brain become blocked.

AMPK was first discovered by Professor Graham Hardie of the University of Dundee, who worked in a team with researchers from the Universities of Edinburgh and Leeds.

He said: ""There are drugs currently on the market that stimulate AMPK, which are used to treat other conditions.

""In future these and other drugs could be given to at-risk patients to give them a better chance of surviving a stroke.""

The discovery was yesterday welcomed by health experts, who said that it could eventually lead to a drastic reduction in people being left severely disabled by strokes.

Dr Sharlin Ahmed, research liaison officer at The Stroke Association, said: ""When a stroke occurs, the brain is starved of oxygen causing brain cells to become damaged or die.

This study suggests that brain cells could in fact have the potential to naturally protect themselves when the blood supply is cut off if a certain defensive process is triggered.

""The findings could help us to understand how we can protect brain cells when a stroke strikes, which could reduce the level of disability that many stroke survivors are left with.""

AMPK works by making the brain operate more slowly when it is deprived of its blood flow, protecting nerves against the effects of depleted oxygen supply.

Mark Evans, professor of cellular pharmacology at the University of Edinburgh led the research.

He said: ""Our findings suggest that if brain cells run short of energy, they start to work more slowly.

""But it is better to work slowly than not at all.""

Strokes are the greatest single cause of severe disability in Scotland and the third most common cause of death.

The latest figures provided by charity Chest Heart and Stroke Scotland estimate that there are approximately 13,000 new strokes in Scotland each year.

Of these approximately 3,000 happen to people who are aged under 65.",,"{""Graham Hardie"": 1, ""Sharlin Ahmed"": 1, ""Mark Evans"": 1}","{""AMPK"": 2, ""the University of Dundee"": 1, ""the Universities of Edinburgh"": 1, ""The Stroke Association"": 1, ""the University of Edinburgh"": 1, ""Chest Heart"": 1, ""Stroke Scotland"": 1}","{""Graham Hardie"": 1, ""Mark Evans"": 1}","{""AMPK"": 1, ""the University of Dundee"": 1, ""the Universities of Edinburgh"": 1, ""The Stroke Association"": 1, ""the University of Edinburgh"": 1, ""Chest Heart"": 1, ""Stroke Scotland"": 1}"
